text,current_prediction,suggested_correction,reason
"Large breakfast Box made with the finest local produce - Bacon, sausage, beans, tomatoes, mushrooms & egg, 2 slices of toast, hash brown, tea or coffee Allergens, Wheat, suphites,egg Brown saucer, Rye BBQ,barley,soya,celery,Wheat,","Eggs - indexes: [102,105] - text: egg
Wheat - indexes: [163,168] - text: Wheat
Sulphites - indexes: [170,178] - text: suphites
Eggs - indexes: [179,182] - text: egg
Gluten - indexes: [197,200] - text: Rye
Gluten - indexes: [205,211] - text: barley
Soybeans - indexes: [212,216] - text: soya
Celery and Celeriac - indexes: [217,223] - text: celery
Wheat - indexes: [224,229] - text: Wheat",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Poppy seed rice with salmon fillets pieces in hot & sweet sauce with capsicum, onion and kuchumber avocado salad","Fish - indexes: [21,27] - text: salmon",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Crab Cutlets . [ GL ] . [ F ] . [ MS ],"Gluten - indexes: [17,19] - text: GL
Fish - indexes: [26,27] - text: F
Mustard - indexes: [34,36] - text: MS",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"+ 1 Option
Grilled chicken marinated in Honey and Barbeque Sauce
Options available:
- Chips Green Salad Moutabal Hummus
Allergic Note: Sesame, Soya & Celary","Sesame - indexes: [135,141] - text: Sesame
Soybeans - indexes: [143,147] - text: Soya
Celery and Celeriac - indexes: [150,156] - text: Celary",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Deep fried lamb meatballs mixed with cracked wheat & onions filled with sauteed minced meat & onions. Contains wheat, gluten & woulnut.","Wheat - indexes: [45,50] - text: wheat
Wheat - indexes: [111,116] - text: wheat
Gluten - indexes: [118,124] - text: gluten
Gluten - indexes: [127,134] - text: woulnut",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"ALLERGENS
Contains
GlutenGluten: WheatGluten: RyeGluten: BarleyGluten: OatsEggsMilk","Gluten - indexes: [19,31] - text: GlutenGluten
Gluten - indexes: [33,44] - text: WheatGluten
Gluten - indexes: [46,55] - text: RyeGluten
Gluten - indexes: [57,69] - text: BarleyGluten
Gluten - indexes: [71,83] - text: OatsEggsMilk",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Mixed vegetables in special coconut sauce, honey- sweet. Contains : Coconut, Cashew Nut Sauce","Nuts - indexes: [77,93] - text: Cashew Nut Sauce",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"An intense espresso hit with top-notch chocolate and our signature gooey caramel. Made with a finely ground Ethiopian coffee Biftu Gudina.
Very Low Gluten","Gluten - indexes: [144,147] - text: Low
Gluten - indexes: [148,154] - text: Gluten",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
G - Contains GlutenMarinated chicken leg pieces pan cooked in Indian spices,"Gluten - indexes: [0,1] - text: G
Gluten - indexes: [13,28] - text: GlutenMarinated",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
g/fa,"Gluten - indexes: [0,1] - text: g
Sulphites - indexes: [2,4] - text: fa",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Cereals containing glute, milk & eggs.","Gluten - indexes: [0,24] - text: Cereals containing glute
Dairy - indexes: [26,30] - text: milk
Eggs - indexes: [33,37] - text: eggs",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Moving mountain plant based premium burger, slice of violife vegan cheese, pickled cucumbers, iceberg lettuce, tomato, red onions, sauce of choice. Allergens: Gluten, seasme, soya. Contains: Gluten Sesame Soya","Gluten - indexes: [159,165] - text: Gluten
Sesame - indexes: [167,173] - text: seasme
Soybeans - indexes: [175,179] - text: soya
Gluten - indexes: [191,197] - text: Gluten
Sesame - indexes: [198,204] - text: Sesame
Soybeans - indexes: [205,209] - text: Soya","[{'span': 'Allergens: Gluten, seasme, soya.', 'allergen': 'Gluten', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Gluten, seasme, soya.', 'allergen': 'seasme', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Gluten, seasme, soya.', 'allergen': 'soya', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}]","Mismatch between predicted allergens {'204] - text: Sesame\nSoybeans - indexes: [205', '179] - text: soya\nGluten - indexes: [191', 'Gluten - indexes: [159', '197] - text: Gluten\nSesame - indexes: [198', '173] - text: seasme\nSoybeans - indexes: [175', '165] - text: Gluten\nSesame - indexes: [167', '209] - text: Soya'} and extracted allergens {'Gluten', 'soya', 'seasme'}"
Contains nutes,"Nuts - indexes: [9,14] - text: nutes",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Allergens
Cereals containing gluten, mlk and/or products containing lactose, nuts","Gluten - indexes: [10,35] - text: Cereals containing gluten
Molluscs - indexes: [37,40] - text: mlk
Gluten - indexes: [57,75] - text: containing lactose
Nuts - indexes: [77,81] - text: nuts",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Traditional home cook style chicken karahi,
Allergen Information:
Our spices used in our ingredients are packed in plants that handles peanuts, tree-nuts, sesame seeds, gluten, milk powder, soya and mustard. If you have any allergen enquiries please contact us directly.","Peanuts - indexes: [135,142] - text: peanuts
Nuts - indexes: [144,153] - text: tree-nuts
Sesame - indexes: [155,167] - text: sesame seeds
Gluten - indexes: [169,175] - text: gluten
Dairy - indexes: [177,181] - text: milk
Soybeans - indexes: [190,194] - text: soya
Mustard - indexes: [199,206] - text: mustard",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"D - Contains DairyBoneless chicken marinated in special herbs, spices & grilled in a clay oven","Dairy - indexes: [0,1] - text: D
Dairy - indexes: [13,26] - text: DairyBoneless",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contain nuts, sulphur dioxide, milk, peanuts, soya and mustard. Cooked with sliced onions, green peppers, herbs & spices then blended into a rich curry with our special balti paste.
Nuts, Peanuts, Soya, Mustard, Milk, SulphurDioxide","Nuts - indexes: [8,12] - text: nuts
Sulphites - indexes: [14,29] - text: sulphur dioxide
Dairy - indexes: [31,35] - text: milk
Peanuts - indexes: [37,44] - text: peanuts
Soybeans - indexes: [46,50] - text: soya
Mustard - indexes: [55,62] - text: mustard
Nuts - indexes: [182,186] - text: Nuts
Peanuts - indexes: [188,195] - text: Peanuts
Soybeans - indexes: [197,201] - text: Soya
Mustard - indexes: [203,210] - text: Mustard
Dairy - indexes: [212,216] - text: Milk
Sulphites - indexes: [218,232] - text: SulphurDioxide",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Veg Sausage (contains - Wheat), Eggs, Mushrooms, Hash Browns, Beans and Toast. (contains - Gluten,
Egg, Soya Flour, Dairy. GF is available on request)","Wheat - indexes: [24,29] - text: Wheat
Gluten - indexes: [91,97] - text: Gluten
Eggs - indexes: [99,102] - text: Egg
Soybeans - indexes: [104,114] - text: Soya Flour
Dairy - indexes: [116,121] - text: Dairy",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"2 chicken on skewers, 2 spare ribs, 6 mini vegetarian spring rolls, 4 prawn toast, and seaweed. Crustaceans, Soya, Eggs, Peantus, Sesame Seed, Cereals.","Crustaceans - indexes: [96,107] - text: Crustaceans
Soybeans - indexes: [109,113] - text: Soya
Eggs - indexes: [115,119] - text: Eggs
Peanuts - indexes: [121,128] - text: Peantus
Sesame - indexes: [130,141] - text: Sesame Seed
Gluten - indexes: [143,150] - text: Cereals",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
ContainsGlutenGluten: WheatGluten: RyeGluten: BarleyGluten: OatsFishMilk,"Gluten - indexes: [0,20] - text: ContainsGlutenGluten
Gluten - indexes: [22,33] - text: WheatGluten
Gluten - indexes: [35,44] - text: RyeGluten
Gluten - indexes: [46,58] - text: BarleyGluten
Gluten - indexes: [60,72] - text: OatsFishMilk",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Allergens
MustardNuts Milk","Mustard - indexes: [10,21] - text: MustardNuts
Dairy - indexes: [22,26] - text: Milk",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Freshly baked waffle layered with our special sauce, nuts and ferrero. Niccceee Allergens nuts, wheats soya","Nuts - indexes: [53,57] - text: nuts
Nuts - indexes: [90,94] - text: nuts
Wheat - indexes: [96,102] - text: wheats
Soybeans - indexes: [103,107] - text: soya",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"CONTAINS GLUTEN, MILK, EGGS, SOYA, NUTS (ALMONDS & PINE NUTS), SULPHUR DIOXIDE","Gluten - indexes: [9,15] - text: GLUTEN
Dairy - indexes: [17,21] - text: MILK
Eggs - indexes: [23,27] - text: EGGS
Soybeans - indexes: [29,33] - text: SOYA
Nuts - indexes: [35,39] - text: NUTS
Nuts - indexes: [41,48] - text: ALMONDS
Nuts - indexes: [51,60] - text: PINE NUTS
Sulphites - indexes: [63,78] - text: SULPHUR DIOXIDE",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Contains nuta,"Nuts - indexes: [9,13] - text: nuta",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Allergy: Crustaceans, Nut, Mustard, Mlk","Crustaceans - indexes: [9,20] - text: Crustaceans
Nuts - indexes: [22,25] - text: Nut
Mustard - indexes: [27,34] - text: Mustard
Dairy - indexes: [36,39] - text: Mlk",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Chicken tikka cooked in a creamy, mild and buttery rich sauce cooked with a delicate dash of spice. Contains almonds and cocunut.
Mild","Nuts - indexes: [109,116] - text: almonds
Nuts - indexes: [121,128] - text: cocunut",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Pistachio, beloved ice cream flavour of all true epicureans* Ours is particularly true to type, made with 100% pure pistachio paste sourced from Sicily.
*except the nut intolerant ones clearly","Nuts - indexes: [154,179] - text: except the nut intolerant",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Sliced beef roll (Low in Gluten1),"Gluten - indexes: [25,32] - text: Gluten1",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
[SO20] Banana Fritters,"Soybeans - indexes: [1,5] - text: SO20",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Contains soyy sauce. Medium hot curry with Chinese influenced spices,"Soybeans - indexes: [9,19] - text: soyy sauce",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Celery, Gluten, Milk, Mustard, Eggs, Sulphites","Celery and Celeriac - indexes: [0,6] - text: Celery
Gluten - indexes: [8,14] - text: Gluten
Dairy - indexes: [16,20] - text: Milk
Mustard - indexes: [22,29] - text: Mustard
Eggs - indexes: [31,35] - text: Eggs
Sulphites - indexes: [37,46] - text: Sulphites",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Pan fried dumpling with vegetables served with a sweet soya sauce.,"Soybeans - indexes: [55,59] - text: soya",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Cooked in fresh cream, cultured yoghurt, ground nuts and Chefs special sauce. Contains Nuts.","Nuts - indexes: [48,52] - text: nuts
Nuts - indexes: [87,91] - text: Nuts",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"1 Pc Chicken, 3 Spicy Wings, 3 BBQ Ribs, Reg. Fries Contains cereals with gluten, milk, sesame, celery, eggs","Gluten - indexes: [61,80] - text: cereals with gluten
Dairy - indexes: [82,86] - text: milk
Sesame - indexes: [88,94] - text: sesame
Celery and Celeriac - indexes: [96,102] - text: celery
Eggs - indexes: [104,108] - text: eggs",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Like a posh hobnob. A poshnob, if you will. This vegan bake is packed with oats, cranberries, agave and pumpkin seeds. Good for dunking.","Gluten - indexes: [75,79] - text: oats",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"CHUTNEYS (PER DIP) (S, M, D, SD)","Soybeans - indexes: [20,21] - text: S
Mustard - indexes: [23,24] - text: M
Dairy - indexes: [26,27] - text: D
Sulphites - indexes: [29,31] - text: SD","[{'span': '(S, M, D, SD)', 'allergen': 'Soybeans', 'certainty': 'High', 'explanation': 'Shorthand code S indicates Soybeans'}, {'span': '(S, M, D, SD)', 'allergen': 'Molluscs', 'certainty': 'High', 'explanation': 'Shorthand code M indicates Molluscs'}]","Mismatch between predicted allergens {'Soybeans - indexes: [20', '24] - text: M\nDairy - indexes: [26', '21] - text: S\nMustard - indexes: [23', '27] - text: D\nSulphites - indexes: [29', '31] - text: SD'} and extracted allergens {'Molluscs', 'Soybeans'}"
King size prawns cooked in a medium tandoori sauce with authentic Indian spices. contain almond,"Nuts - indexes: [89,95] - text: almond",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Stir Fried King Prawn, Beef, Chicken, Pork with Vegetables in Soya Sauce on a Bed of Soft Noodle","Soybeans - indexes: [62,66] - text: Soya",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Prepared in a very special sauce including coriander, mint, garlic, yogurt. This is really a striking & fragrant dish.
Allergens Info: Milk","Dairy - indexes: [135,139] - text: Milk",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Crispy Pastry Pockets filled Mixed Vegetable Fillings. Contains Gluten.,"Gluten - indexes: [64,70] - text: Gluten",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Fish simmered in Coconut Milk, Curry Leaves & Spices. Contains Fish, Gluten & Mustard.","Fish - indexes: [0,4] - text: Fish
Dairy - indexes: [25,29] - text: Milk
Fish - indexes: [63,67] - text: Fish
Gluten - indexes: [69,75] - text: Gluten
Mustard - indexes: [78,85] - text: Mustard",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Everest Fish Curry,"Fish - indexes: [8,12] - text: Fish",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Roast beef, mustard mayo, pickled onion & watercress","Mustard - indexes: [12,19] - text: mustard",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
N 8 King Po Chicken 宫保鸡,"Nuts - indexes: [0,1] - text: N",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Cooked with plenty of onions, mushrooms & chef's added ingredients...………...... MIXED dishes: Our mixed dishes contain Chicken Tikka, Lamb, Mushroom, Spinach & Cheese...………...... COCKTAIL Dishes: Our cocktail dishes contain Chicken, Lamb, Tandoori Chicken & Sheek Kebab","Soybeans - indexes: [47,48] - text: s
Dairy - indexes: [159,165] - text: Cheese",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contain Egg.Complete Dish.King Prawn, Chicken, Beef & BBQ Pork","Eggs - indexes: [8,11] - text: Egg",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
